job_id,layer,head,cphi_semantic,cphi_semantic_samples,cphi_null,cphi_null_samples,cphi_score,cphi_score_samples,age_js_semantic,age_js_semantic_samples,age_js_null,age_js_null_samples,age_js_score,age_js_score_samples,age_w1_semantic,age_w1_semantic_samples,age_w1_null,age_w1_null_samples,age_w1_score,age_w1_score_samples,semantic_expected_age_delta,semantic_expected_age_delta_samples,null_expected_age_delta,null_expected_age_delta_samples,native_score,native_score_samples,query_score,query_score_samples,current_key_score,current_key_score_samples,cphi_to_query_ratio,cphi_to_query_ratio_samples,temporal_reach_ratio,temporal_reach_ratio_samples
cf_00_action,3,9,0.0029654568061232567,23,0.004949267953634262,23,-0.611995886266263,23,1.1167509001097642e-05,23,2.540080458857119e-05,23,-0.039386562903990625,23,0.0018853703513741493,23,0.0017467518337070942,23,0.10408401014566197,23,0.03193378448486328,23,-0.0055217742919921875,23,-0.22489768292158033,23,-0.2556180897991588,23,-0.07937982435324459,23,0.34653602474587614,23,0.316263884305954,23
cf_00_action,3,10,0.004703108221292496,23,0.005076189525425434,23,0.14249897557816268,23,1.5629135305061936e-05,23,6.477916031144559e-06,23,0.022748185476104358,23,0.0022095218300819397,23,0.0010453033028170466,23,0.6814546443173625,23,-0.03750467300415039,23,0.004608154296875,23,-0.014179083873237882,23,-0.13564462400148553,23,0.050805706054906606,23,0.5403333410583204,23,0.18590077757835388,23
cf_00_action,3,11,0.0029908926226198673,23,0.006598871201276779,23,-0.5611719294789813,23,1.621728006284684e-05,23,1.1342257494106889e-05,23,0.029286329758117617,23,0.0021225798409432173,23,0.001366215175949037,23,0.339055515946155,23,-0.036083221435546875,23,0.018335819244384766,23,-0.10948873669175413,23,0.0024685215253274534,23,-0.04969932075245842,23,0.3446413211850689,23,0.27942171692848206,23
cf_00_action,4,0,0.0022972060833126307,23,0.010372224263846874,23,-1.4665447962005607,23,6.15471217315644e-05,23,8.018879452720284e-05,23,-0.07027786838318624,23,0.0037994463928043842,23,0.0066025108098983765,23,-0.6560405592627868,23,0.06458854675292969,23,0.11224079132080078,23,-0.4165881395723718,23,-0.43004128040009376,23,-0.4127369786079604,23,0.31579642568033006,23,0.3823804557323456,23
cf_00_action,4,1,0.0034299211110919714,23,0.004859579261392355,23,-0.3400453882437967,23,2.0182618754915893e-05,23,2.7730304282158613e-05,23,-0.01936777712484349,23,0.0019015768775716424,23,0.0017311766277998686,23,0.0378631575192563,23,0.023940086364746094,23,0.01802349090576172,23,-0.0910308462615932,23,-0.45591134739192474,23,-0.3109601003305331,23,0.4959596304346562,23,0.17948171496391296,23
cf_00_action,4,2,0.005226874724030495,23,0.007085431832820177,23,-0.3359626154181856,23,6.365770241245627e-05,23,4.6227185521274805e-05,23,0.03692027995126338,23,0.003849337575957179,23,0.003600504482164979,23,0.3741951440611127,23,-0.06543827056884766,23,0.011312007904052734,23,-0.4105916158252519,23,-0.2906090812857937,23,-0.3005268730716783,23,0.786265214020422,23,0.2598471939563751,23
cf_00_action,4,3,0.0067284428514540195,23,0.0020860398653894663,23,0.780225329221097,23,1.576222712174058e-05,23,6.20629798504524e-05,23,-0.25858196157376045,23,0.002727022860199213,23,0.007408831734210253,23,-0.8425485730921041,23,-0.046360015869140625,23,-0.12594985961914062,23,-0.2371455466159565,23,-0.05155757458857737,23,-0.010610757718836352,23,0.7428037699213123,23,0.5274718999862671,23
cf_00_action,4,4,0.005958701018244028,23,0.0068796975538134575,23,-0.20488690331343398,23,3.832517541013658e-05,23,2.4139444576576352e-05,23,-0.016635062644537277,23,0.003080586204305291,23,0.002747747814282775,23,-0.22538539546128922,23,-0.050597190856933594,23,-0.04319286346435547,23,-0.4069498692049029,23,-0.4705756679760319,23,-0.32970156817805607,23,0.7412824317489208,23,0.317771852016449,23
cf_00_action,4,5,0.001945219119079411,23,0.0015568856615573168,23,-0.2425848228397746,23,1.116595376515761e-05,23,6.10965580563061e-05,23,-0.14811785790837032,23,0.002237416338175535,23,0.004061257001012564,23,-0.8273161737331709,23,0.007121086120605469,23,0.06904220581054688,23,-0.34977081364023044,23,-0.34708990696490505,23,-0.42062019640576886,23,0.2667572424954175,23,0.5735054612159729,23
cf_00_action,4,6,0.0031006161589175463,23,0.006525927688926458,23,-0.7584494110567443,23,7.363807526417077e-06,23,1.4259741874411702e-05,23,-0.05414776855662914,23,0.0008696510340087116,23,0.002351157832890749,23,-0.9518094795372795,23,-0.0098114013671875,23,0.032948970794677734,23,-0.1315869356198466,23,-0.028237646886602068,23,-0.28589815608179725,23,0.3187590655900436,23,0.15847991406917572,23
